Global Rank,Institution,Country,Sector
1,University of Oxford *,GBR,Universities
2,Russian Academy of Sciences *,RUS,Government
3,Centre National de la Recherche Scientifique *,FRA,Government
4,University of Cambridge *,GBR,Universities
5,Universidad Complutense de Madrid *,ESP,Universities
6,Saint Petersburg State University,RUS,Universities
7,Harvard University *,USA,Universities
8,Universita degli Studi di Roma La Sapienza,ITA,Universities
9,University of Chicago *,USA,Universities
10,Universitat Wien,AUT,Universities
11,State University - Higher School of Economics,RUS,Universities
12,Institute of World History,RUS,Government
13,University of Ljubljana *,SVN,Universities
14,University College London *,GBR,Universities
15,University of Warsaw,POL,Universities
16,Universite PSL *,FRA,Universities
17,Kings College London,GBR,Universities
18,Universita degli Studi Ca Foscari di Venezia,ITA,Universities
19,Scuola Normale Superiore Pisa *,ITA,Universities
20,Universitat de Valencia *,ESP,Universities
21,Universita degli Studi di Pisa,ITA,Universities
22,Universidad Autonoma de Madrid *,ESP,Universities
23,Jagiellonian University,POL,Universities
24,Sorbonne Universite *,FRA,Universities
25,Universita degli Studi di Napoli Federico II,ITA,Universities
26,University of Exeter,GBR,Universities
27,Universidade de Coimbra *,PRT,Universities
28,Alexandru Ioan Cuza University,ROU,Universities
29,Belarusian State University,BLR,Universities
