Global Rank,Institution,Country,Sector
1,Centre National de la Recherche Scientifique *,FRA,Government
2,Chinese Academy of Sciences *,CHN,Government
3,Ministry of Education of the People's Republic of China,CHN,Government
4,"Google Inc, USA",USA,Companies
5,Google International LLC,MUL,Companies
6,Facebook Inc *,MUL,Companies
7,"Facebook Inc, United States",USA,Companies
8,State Grid Corporation of China *,CHN,Companies
9,Tsinghua University *,CHN,Universities
10,"Microsoft Research Asia, China",CHN,Companies
11,Russian Academy of Sciences *,RUS,Government
12,Microsoft Corp *,MUL,Companies
13,Alphabet Inc *,MUL,Companies
14,"Microsoft, China",CHN,Companies
15,BeiHang University *,CHN,Universities
16,Shanghai Jiao Tong University *,CHN,Universities
17,NVIDIA Corp,USA,Companies
18,Harbin Institute of Technology,CHN,Universities
19,"Microsoft, USA",USA,Companies
20,Inception Institute of Artificial Intelligence,ARE,Non-Profit
21,Universitatsspital Basel,CHE,Health
22,University of Chinese Academy of Sciences,CHN,Universities
23,"Microsoft Research Redmond, USA",USA,Companies
24,Huazhong University of Science and Technology *,CHN,Universities
25,Institut National de Recherche en Informatique et en Automatique *,FRA,Government
26,Massachusetts Institute of Technology *,USA,Universities
27,"Southeast University, Nanjing *",CHN,Universities
28,Zhejiang University *,CHN,Universities
29,Baidu Inc *,MUL,Companies
30,University of Electronic Science and Technology of China,CHN,Universities
31,Helmholtz Gemeinschaft *,DEU,Government
32,Ericsson Sweden,SWE,Companies
33,Beijing Institute of Technology,CHN,Universities
34,"Siemens AG, USA",USA,Companies
35,Samsung Corp *,MUL,Companies
36,Stanford University *,USA,Universities
37,"Baidu Inc, China",CHN,Companies
38,Swiss Federal Institute of Technology,CHE,Universities
39,IBM United States,USA,Companies
40,IBM Research *,MUL,Companies
41,University of Oxford,GBR,Universities
42,Northwestern Polytechnical University,CHN,Universities
43,Wellcome Trust Sanger Institute,GBR,Health
44,Max Planck Gesellschaft *,DEU,Government
45,Xi'an Jiaotong University *,CHN,Universities
46,Imperial College London,GBR,Universities
47,Carnegie Mellon University *,USA,Universities
48,"University of California, Berkeley *",USA,Universities
49,"Samsung Electronics, South Korea",KOR,Companies
50,Ericsson *,MUL,Companies
51,National Institutes of Health,USA,Health
52,Technische Universitat Munchen *,DEU,Universities
53,Toyota Group *,MUL,Companies
54,Beijing University of Posts and Telecommunications,CHN,Universities
55,Ecole Pratique des Hautes Etudes,FRA,Universities
56,Harvard University *,USA,Universities
57,"Nokia, Finland",FIN,Companies
58,Nanyang Technological University *,SGP,Universities
59,LG Corporation *,MUL,Companies
60,Tianjin University *,CHN,Universities
61,Xidian University,CHN,Universities
62,National University of Defense Technology,CHN,Universities
63,Sorbonne Universite *,FRA,Universities
64,Kermanshah University of Technology,IRN,Universities
65,Chongqing University,CHN,Universities
66,"ParisTech, Institut des Sciences et Technologies de Paris - PRES *",FRA,Government
67,JECRC University,IND,Universities
